trial.en-es.10	observe	VERB	en	9	es	3	Similar cases of discrimination concerning property rights have been observed elsewhere in the Federation , including in Sarajevo and Vares ( under the effective control of Bosniak authorities ) and Capljina and Stolac ( controlled by Bosnian Croats ) .	6.4  El  Comité  señala  que  ,  en  opinión  del  autor  ,  su  juicio  no  tuvo  las  debidas  garantías  ,  en  el  sentido  del  artículo  14  del  Pacto  ,  y  que  sufrió  discriminación  debido  a  su  nacionalidad  .
trial.en-es.11	observe	VERB	en	9	es	9	Similar cases of discrimination concerning property rights have been observed elsewhere in the Federation , including in Sarajevo and Vares ( under the effective control of Bosniak authorities ) and Capljina and Stolac ( controlled by Bosnian Croats ) .	A  pesar  de  estas  intervenciones  ,  no  se  ha  observado  una  mejora  importante  del  estado  nutricional  de  la  población  a  lo  largo  de  los  años  .
trial.en-es.12	event	NOUN	en	16	es	2	Efforts should also be pursued to develop educational exchange programmes , cultural activities and even sports events , such as football matches ( with mixed - nationality teams ) , which bring children and youth together .	En  el  caso  de  un  injerto  ,  por  ejemplo  ,  el  donante  fallecido  debe  seguir  teniendo  derecho  al  respeto  de  su  cuerpo  y  a  su  dignidad  ,  al  igual  que  el  donante  vivo  que  debe  estar  protegido  contra  toda  presión  .
trial.en-es.13	event	NOUN	en	16	es	0-1	Efforts should also be pursued to develop educational exchange programmes , cultural activities and even sports events , such as football matches ( with mixed - nationality teams ) , which bring children and youth together .	Todo  ello  sucedió  junto  al  santuario  Al  Ibrahimi  situado  en  la  ciudad  de  Hebrón  en  la  Ribera  Occidental  .
trial.en-es.14	open	ADJ	en	6	es	16	Implementation of this decision may be open to misinterpretation , especially in rural areas .	39  .  Como  consecuencia  de  esto  ,  las  economías  de  los  países  en  desarrollo  se  han  abierto  más  a  la  inversión  extranjera  directa  y  han  adoptado  medidas  para  estimular  las  entradas  de  esa  inversión  y  así  promover  la  transferencia  y  difusión  de  tecnologías  extranjeras  ,  la  comercialización  y  las  técnicas  de  gestión  .
trial.en-es.15	open	ADJ	en	6	es	9	Implementation of this decision may be open to misinterpretation , especially in rural areas .	Dichos  medios  servirían  de  base  para  realizar  un  examen  abierto  ,  profundo  y  constructivo  de  las  tareas  ,  las  posibilidades  y  las  prioridades  de  la  labor  operacional  que  lleva  a  cabo  el  OOPS  .
trial.en-es.16	procedure	NOUN	en	7	es	12	The Committee therefore recommends that such a procedure be reflected in the provisions contained in the proposed draft protocol .	Son  positivas  ,  además  ,  las  medidas  de  alerta  temprana  y  los  procedimientos  de  urgencia  ,  que  son  aportaciones  importantes  del  Comité  a  la  prevención  de  la  discriminación  racial  .
trial.en-es.17	procedure	NOUN	en	7	es	4	The Committee therefore recommends that such a procedure be reflected in the provisions contained in the proposed draft protocol .	En  algunos  países  los  procedimientos  administrativos  para  la  tramitación  de  las  solicitudes  de  asilo  ya  no  conllevan  las  debidas  garantías  jurídicas  y  con  la  expansión  de  los  regímenes  de  visado  ,  las  sanciones  impuestas  a  los  transportistas  y  las  inspecciones  en  los  aeropuertos  extranjeros  se  ha  eliminado  hasta  la  posibilidad  de  entrada  de  una  serie  de  personas  que  pueden  necesitar  protección  internacional  .
trial.en-es.18	early	ADJ	en	8	es	0-1	In response , the Commissioner - General took early action to reduce expenditure by introducing a new round of austerity measures in February 1997 , in the amount of $ 18.7 million for the year .	A  principios  de  1996  se  estimaba  que  en  todo  el  mundo  había  más  de  9  millones  de  computadoras  conectadas  a  Internet  .
trial.en-es.19	early	ADJ	en	8	es	20-21-22	In response , the Commissioner - General took early action to reduce expenditure by introducing a new round of austerity measures in February 1997 , in the amount of $ 18.7 million for the year .	La  aplicación  de  la  tecnología  espacial  suministra  información  que  puede  ayudar  a  vigilar  la  producción  de  cereales  y  a  prever  con  suficiente  antelación  las  tendencias  de  la  disponibilidad  de  alimentos  ,  especialmente  en  zonas  propensas  a  la  sequía  .
