trial.en-ru.10	observe	VERB	en	9	ru	4-5-2006	Similar cases of discrimination concerning property rights have been observed elsewhere in the Federation , including in Sarajevo and Vares ( under the effective control of Bosniak authorities ) and Capljina and Stolac ( controlled by Bosnian Croats ) .	6  .  4  Комитет  принял  к  сведению  утверждение  автора  о  том  ,  что  он  был  лишен  права  на  справедливое  судебное  разбирательство  по  смыслу  статьи  14  Пакта  и  о  дискриминационном  к  нему  отношении  по  причине  его  гражданства  .
trial.en-ru.11	observe	VERB	en	9	ru	16	Similar cases of discrimination concerning property rights have been observed elsewhere in the Federation , including in Sarajevo and Vares ( under the effective control of Bosniak authorities ) and Capljina and Stolac ( controlled by Bosnian Croats ) .	Несмотря  на  указанные  мероприятия  ,  за  последние  годы  никаких  существенных  улучшений  в  состоянии  питания  населения  не  отмечалось  .
trial.en-ru.12	event	NOUN	en	16	ru	7	Efforts should also be pursued to develop educational exchange programmes , cultural activities and even sports events , such as football matches ( with mixed - nationality teams ) , which bring children and youth together .	Следует  также  прилагать  настоятельные  усилия  в  целях  разработки  программ  учебных  обменов  ,  организации  культурных  и  даже  спортивных  мероприятий  ,  например  футбольных  матчей  (  с  участием  смешанных  межэтнических  команд  )  ,  которые  сближают  детей  и  молодежь  .
trial.en-ru.13	event	NOUN	en	16	ru	16	Efforts should also be pursued to develop educational exchange programmes , cultural activities and even sports events , such as football matches ( with mixed - nationality teams ) , which bring children and youth together .	Эти  события  произошли  у  гробницы  Аль-Ибрахими  в  городе  Хеврон  на  Западном  берегу  .
trial.en-ru.14	open	ADJ	en	6	ru	11	Implementation of this decision may be open to misinterpretation , especially in rural areas .	39  .  В  результате  ,  развивающиеся  страны  сделали  свою  экономику  более  открытой  для  прямых  иностранных  инвестиций  и  приняли  меры  по  стимулированию  их  притока  с  целью  содействия  передаче  и  распространению  иностранной  технологии  и  методов  маркетинга  и  управления  .
trial.en-ru.15	open	ADJ	en	6	ru	7	Implementation of this decision may be open to misinterpretation , especially in rural areas .	Эти  средства  явились  бы  основой  для  проведения  открытого  ,  углубленного  и  конструктивного  обсуждения  задач  ,  возможностей  и  приоритетов  оперативной  деятельности  БАПОР  .
trial.en-ru.16	procedure	NOUN	en	7	ru	10	The Committee therefore recommends that such a procedure be reflected in the provisions contained in the proposed draft protocol .	Кроме  того  ,  позитивный  характер  носят  меры  раннего  предупреждения  и  процедуры  незамедлительных  действий  ,  которые  являются  важными  механизмами  Комитета  ,  предназначающимися  для  предупреждения  расовой  дискриминации  .
trial.en-ru.17	procedure	NOUN	en	7	ru	4	The Committee therefore recommends that such a procedure be reflected in the provisions contained in the proposed draft protocol .	В  ряде  стран  административные  процедуры  рассмотрения  ходатайств  о  предоставлении  убежища  более  не  предусматривают  адекватных  правовых  гарантий  соблюдения  процессуальных  норм  ;  а  ужесточение  визовых  режимов  ,  санкций  перевозчиков  и  проверок  в  аэропортах  за  рубежом  исключают  даже  возможность  въезда  в  страну  для  ряда  лиц  ,  которые  могут  нуждаться  в  международной  защите  .
trial.en-ru.18	early	ADJ	en	8	ru	5	In response , the Commissioner - General took early action to reduce expenditure by introducing a new round of austerity measures in February 1997 , in the amount of $ 18.7 million for the year .	В  ответ  Генеральный  комиссар  предпринял  заблаговременные  шаги  в  направлении  сокращения  расходов  за  счет  начала  в  феврале  1997  года  нового  раунда  мер  экономии  в  объеме  18,7  млн  .  долл  .  США  в  год  .
trial.en-ru.19	early	ADJ	en	8	ru	0-1	In response , the Commissioner - General took early action to reduce expenditure by introducing a new round of austerity measures in February 1997 , in the amount of $ 18.7 million for the year .	К  началу  1996  года  число  хост-компьютеров  ,  подключенных  к  сети  "  Интернет  "  ,  согласно  оценкам  ,  составляло  по  всему  миру  более  9  миллионов  .
