trial.ru-ru.10	обжора	NOUN	ru	13	ru	12	Он лентяй и ищет любой возможности увильнуть от работы и подремать , он обжора и бабник , но при этом учтив и скромен .	Так как древние греки в основном ели руками , то известный древнегреческий обжора Филоксен часами закалял свои пальцы , опуская их в почти кипящую воду , чтобы всегда мочь первым брать самые лакомые , самые горячие кусочки пищи [ 8 ] .
trial.ru-ru.11	обжора	NOUN	ru	13	ru	2	Он лентяй и ищет любой возможности увильнуть от работы и подремать , он обжора и бабник , но при этом учтив и скромен .	Он порядочный обжора , грубиян и ворчун .
trial.ru-ru.12	малодушный	ADJ	ru	9	ru	17	Филарет не согласился с женой и осудил сына за малодушное поведение .	С другой стороны , Т. Папаяннопулос , биограф генерала Папагоса , именовал доклад Катениотиса набором бреда , малодушного злопыхательства и противоречивых суждений и критики .
trial.ru-ru.13	малодушный	ADJ	ru	9	ru	3	Филарет не согласился с женой и осудил сына за малодушное поведение .	Он считает себя малодушным , нечестным и порой неверным .
trial.ru-ru.14	высмеивание	NOUN	ru	4	ru	29	Сам фильм направлен на высмеивание теорий заговора , полой Земли , расы «рептилоидов» , эзотерического нацизма и мистической силы « Врил » , встречающихся в книге Бульвер-Литтона .	В отличие от исходной истории , описывающей , по сути , лишь мелкое канцелярское недоразумение и демонстрирующей лёгкость чинопроизводства при Павле I , в повести Тынянова акцент сделан на высмеивание бюрократической системы , в которой точное следование предписанным регламентам становится важнее здравого смысла .
trial.ru-ru.15	высмеивание	NOUN	ru	4	ru	6	Сам фильм направлен на высмеивание теорий заговора , полой Земли , расы «рептилоидов» , эзотерического нацизма и мистической силы « Врил » , встречающихся в книге Бульвер-Литтона .	Также к научному юмору можно отнести высмеивание некоторых аспектов науки или отдельных учёных .
trial.ru-ru.16	тактика	NOUN	ru	1	ru	6	Роль тактики в шахматной игре исключительно велика : грубая ошибка или тактический просчёт могут повлечь за собой немедленный проигрыш партии .	Вплоть до середины XVI века кирасирская тактика не слишком отличалась от традиционной рыцарской и в основном состояла в таранном ударе копьём .
trial.ru-ru.17	тактика	NOUN	ru	1	ru	4	Роль тактики в шахматной игре исключительно велика : грубая ошибка или тактический просчёт могут повлечь за собой немедленный проигрыш партии .	Для того чтобы выбрать тактику лечения , нужно знать причины отслоения , которые бывают инфекционной и неинфекционной природы .
trial.ru-ru.18	отпраздновать	VERB	ru	9	ru	8	Они возвратились в Рим в 71 году , чтобы отпраздновать победу над иудеями .	Император решил повременить с выступлением войск , чтобы отпраздновать свои именины .
trial.ru-ru.19	отпраздновать	VERB	ru	9	ru	2	Они возвратились в Рим в 71 году , чтобы отпраздновать победу над иудеями .	Покорение полюса отпраздновали курением сигар , припасённых Бьоландом .
